idx,sentence1,label
173, شاعر میگه؛رد داااادیداری هذیون میگی باز تب داری🤪,Nonpolitical
174, طالبان میخواد داعش رو دفن کنه!انگار بخوای با بنزین ،نفت رو بشوری!,Political
175, لطفا یه نفر دیگه رو انتخاب کن. خانوم لیدی گاگا هم خوبن,Nonpolitical
176,به نظرم یکی از احمقانه‌ترین شیوه‌های تبلیغات و اسپانسرینگ اینه که قبل از فیلم و برنامه، فلان شرکت بینندگان‌ رو دعوت به دیدنش…,Nonpolitical
177,جدا خواب و خوابیدن مشکلی شده برام ...خاموش میکنم میرم توی تخت از شدت کلافگی بیخوابی دوباره بلند میشم,Nonpolitical
178,پیش بینی جلیل محمد قلی زاده در 109 سال پیشدر آینده  ملاها تمام امور مملکت را به دست میگیرند و ثروت شما را به باد میدهند,Political
179,"""مادرم داره از الان برای عروسی من دنبال لباس میگرده، بعد هی برام عکس از گوگل میفرسته. الان دیدم یکی از لینکایی که فرستاده معلومه سرچ کرده """"لباس مادر عروس چاق"""" 😂😂 دورش بگردم اصلا هم بیچاره چاق نیستا ولی مثل این مدلا قلمی نیس! """,Nonpolitical
180,حجت الاسلام مهدوی خطیب #نماز_جمعه #الوند:در #برجام برخی اقایان می گفتند فتح الفتوح است اما حالا چه شده است برخی جاها زیر سوال رفت تضمین برجام چه شد؟ برای #CFT و #پالرمو که همان تضمین برجام را هم ندارد چگونه می توانیم اعتماد کنیم.#پالرمو_عليه_معيشت#شفافيت_آراء_مجمع,Political
181, در خبرها اومد از قرقيزستان به ايران كه اين قاچاق لا پوشوني بشه اينجا ازگروني گوشت فروش نمي ره مي فرستن اونجا #ایران_را_پس_میگیریم #یک_وطن_فریاد,Political
182,آخِر هر گریه آخِر خنده‌ای‌ستمرد آخِربین مبارک بنده‌ای‌ست#مثنوی,Nonpolitical
183,خرداد ۹۴، دفتر Tehran East شرکت ایرنسل، TT.در محضر استاد،جوان بودیم.,Nonpolitical
184,  به نظر من هم مصداق نژاد پرستی نیست وگرنه تو همین سریال بیگ بنگ تئوری همایش دارن ادای این هندیه رو در میارن و تا حالا نشنیدم اعتراضی باشه,Nonpolitical
185,مصباح یزدی میگه هدف انقلاب رفاه مالی و ارزانی نبود بلکه فقط هدف حاکمیت اسلام بود شما که مصباح علامتونه حالا گوشت بشه کیلویی یه میلیون تومن مردم نون خالیم واسه خوردن نداشته باشن مهمه مگه؟ هدف انقلاب مگه این بود؟,Political
186,موش تو سوراخ نمیرفت جارو به دمش بستن!حالا شده مثال خود روحانی که یکی باید بیاد گندکاریاشو جمع کنه،بعد به #هاشمی لقب ه…,Political
187, 2 سال عمر مارو تلف نکنن من قول میدم دیگه نخندم اصن,Nonpolitical
188, خيلي كيريه به همجنسگراها بگي كثيف !! از صبح هرچي ادم كس شر نژاد پرست و اينجوريه تو توئيتر به پستم ميخوره,Nonpolitical
189, انگلیسا میگن ما آنقدر پولدار نیستیم دوبار یک جنس و بخریم,Nonpolitical
190, من سعی میکنم اظهار نظر گروهی نکنم مخصوصا وقتی پای حمایت #شاهزاده_رضا_پهلوی مرد شریف ایران در میان باشد اما خطاب به دوستان میگویم:گروههایی که ماهیت خود رامدیون تریبون بی بی سی ومنوتو انگلیسی وصدای آمریکا ورادیوفردای آمریکایی وایران اینترنشینال عربستانی هستند،نفی کمک خارجی نکند!,Political
191,چه خوبن اون کلمات ساده و ریزی که میگین و موقعی که یادتون میافتن یادآوریش لبخند روی لباشون میاره 😋,Nonpolitical
192,بیش از 320 #کارگر در معدن طلای آق‌دره باردیگر بیکار شدند         ✍️چهارشنبه ۱۹دی طی دو ماهه گذشته بیش از ۳۲۰ تن از کارگرا…,Nonpolitical
193,متاسفمم که به خاطر اطرافیانی که باهاشون معاشرت دارم منو قضاوت میکنین، من خودم یه هیولا هستم و این جنبه انسانی که آدما رو قضاوت…,Nonpolitical
194,🎬 اسپایک لی: همیشه مظلوم بوده‌ام!🔹کارگردان «بلک ک کلنزمن» می گوید در لحظات اعلام نامزدهای جایزه اسکار به ۸۰۰ هزار آمریکایی که از سوی دولت به مرخصی اجباری یک ماهه فرستاده شده اند، فکر می کرده است.اینجا بخوانید 👇🏻👇🏻#صبا #سینمای_جهان,Political
195,تنها کاری که از دست ما برای آزادی این بانوی بزرگوار برمیاد اگه همین توییتِ ، ازش مضایقه  نکنیم #FreeMarziehHashemi,Political
196,ایست‌های بازرسی، فرودگاه‌ها و راه‌های مواصلاتی را به دست گیرند.🔻هنوز درباره اینکه آیا کل ارتش حامی این کودتای نظامی است و آیا کودتاچیان بر اوضاع مسلط شده‌اند یا خیر، اطلاعی در دست نیست.,Political
197,اتاقی ک قبل خواب بشه توش سیگار کشید تکه‌ای از بهشته¡,Nonpolitical
198, در اون مورد ج.ا به قدرت سرکوبش ایمان داره,Political
199, رائفی پور درونم میگه حساب شده دارن عمل میکنن,Nonpolitical
200,عین جغد نیگا نکن و فیو بزن ! جواب بده لطفا !! :)فوتبال دقیقا ساعت چنده ؟؟,Nonpolitical
201,اگر به تربتم آیی هزار سال پس از منشکفته بر سر خاکم گل وفای تو باشد.|امیرخسرو دهلوی|,Nonpolitical
202,خدایا! ما را، در پناه امن خود، قرار ده.#نیایش,Nonpolitical
203,جون کندن یه حس کهنست برام، نمی پرسم الان کجام، به حرمت اونکه بهم حتی فرصت نداد بهش بگم چقدر بزرگه سایش، از تاریکی عمرا دَرام، به نام درد. #من #درد,Nonpolitical
204, شت. فکر می‌کردم هم‌افزایی میشن سارکستیک‌تر میشه که شکست خوردم :)),Nonpolitical
205,پسر نوشته بود بهترین خواننده پنجاه سال اخیر کیه؟ دختر نوشت محسن ابراهیم زادهمن اگه جای داریوش بودم،دوباره برمیگشتم پای بساط,Nonpolitical
206, بهمم بخوره هر چي طلا خريدي مال عروسه،بيخود ازين خيالات خام نكن😂😂😂,Nonpolitical
207, شما هم به خیل تفریطی های زمانه وصل بشین، برین و هر جور باب میل تونه مسلمونی کنید، دیگه هم پیام ندین، موفق باشین.,Nonpolitical
208,ضرب المثلِ با چیزش گردو‌ میشکنه شرحِ حالِ الانه پژمان راهبر و دوستانشه..,Nonpolitical
209, منم میخوام😭 میلاد بیا این دوستمون از نزدیک ابی رو میشناسه خواستی بری پیشش با ایشون هماهنگ کن😭,Nonpolitical
210,اینقدر روی ترامپ حساب باز نکنيدوازش بت نسازيد و فقط تا جائی که منافع مشترک داريد جلو بريد...طرف بيزينس من ه...فردا تقی به توقی  میخوره و مردم ایران رو دوزار میفروشه میخوره تو پرتون ها..........از ما گفتن,Political
211,  خداوند شما رو هدایت کنه،کسی که خوابیده رو میشه بیدار کرد اما کسی که خودش رو بخواب بزنه رو نمیشه,Nonpolitical
212,  یا باید صفت و موصوف باشه یا مضاف مضاف الیه دیگهاگه میخواستی به داور توهین کنی و بهش بگی «داور هیچی» و هیچی صفتش باشه اوکی بود😂😂که خب اینجا منظور نبود متاسفانه :(,Nonpolitical
213, حتما.اون یکی گوشیم پر عکس بود.ولی  اینو تازه خریدم ندارم توش😑😑ایشالله تو هم هر چه زودتر بتونی بری😗😗,Nonpolitical
214, عه خب پس خوبه ادم به حالت استیبل برسه🌹,Nonpolitical
215,واقعیت اینه ک حذف کردن ادما از زندگیم خیلی راحته برام. انقدری که با کوچیکترین حرف ناراحت کننده‌ای کنار میذارمشون و آرامشمو الکی هدر نمیدم.پس اگه دیدید رفتارای مزخرفتون رو با تیکه و شوخی تلافی میکنم خوشحال شید که برام ارزش داشتید و حذفتون نکردم😂,Nonpolitical
216,یه دفعه سه اسکاربیت تخمی نامزد نشده ملت شاکی ان. لیترالی فیلمش اسکار بیت بوده، اصلن هم خوب نبوده چرا انقدر گیرن روش؟؟,Nonpolitical
